user_id,lon,lat,arrival_time,departure_time
471.0,139.7708049416542,35.69994877111185,2012-04-12 13:29:43+00:00,2012-04-12 15:02:43+00:00
471.0,139.69737243949194,35.658447453807625,2012-04-14 15:13:07+00:00,2012-04-14 22:37:11+00:00
471.0,139.7326601779309,35.66340482329934,2012-04-16 20:51:51+00:00,2012-04-18 22:05:16+00:00
471.0,139.7760920777388,35.6245391254651,2012-04-29 13:00:54+00:00,2012-04-29 18:54:23+00:00
471.0,139.73252630762119,35.66335082977564,2012-05-02 18:21:55+00:00,2012-05-02 18:44:33+00:00
471.0,139.7714844344057,35.70022156187105,2012-05-05 17:55:20+00:00,2012-05-05 18:28:39+00:00
471.0,139.77512482829474,35.71108550537292,2012-05-09 18:01:55+00:00,2012-05-09 22:41:26+00:00
471.0,139.69667673110962,35.66725086965674,2012-05-13 15:54:41+00:00,2012-05-13 19:36:09+00:00
471.0,139.77512482829474,35.71108550537292,2012-05-17 01:37:17+00:00,2012-05-17 04:58:36+00:00
471.0,139.69639778137207,35.53180713686877,2012-05-22 18:16:52+00:00,2012-05-22 18:35:34+00:00
471.0,139.77544091414737,35.71122170268646,2012-05-24 16:38:34+00:00,2012-05-24 17:06:07+00:00
471.0,139.70098423185198,35.6955806975217,2012-05-27 12:35:41+00:00,2012-05-27 21:50:44+00:00
471.0,139.77512482829474,35.71108550537292,2012-06-03 20:16:52+00:00,2012-06-04 05:27:40+00:00
471.0,139.76019499533538,35.66468459489124,2012-06-09 07:52:07+00:00,2012-06-09 09:56:51+00:00
471.0,139.77645285841908,35.713503411587254,2012-06-10 04:47:50+00:00,2012-06-10 17:03:29+00:00
471.0,139.77512482829474,35.71108550537292,2012-06-10 17:10:12+00:00,2012-06-11 00:35:44+00:00
471.0,139.77512482829474,35.71108550537292,2012-06-27 03:23:18+00:00,2012-06-27 20:58:57+00:00
471.0,139.77533998105716,35.71038670543206,2012-07-04 18:20:41+00:00,2012-07-04 20:41:16+00:00
471.0,139.7751005521965,35.711172336915276,2012-07-16 19:19:21+00:00,2012-07-20 22:55:07+00:00
471.0,139.78124678134918,35.62599571005672,2012-07-29 11:33:32+00:00,2012-07-29 13:21:29+00:00
471.0,139.77542687765273,35.710084403533706,2012-08-14 22:25:50+00:00,2012-08-15 01:55:50+00:00
471.0,139.77512482829474,35.71108550537292,2012-10-23 20:58:41+00:00,2012-10-25 17:04:38+00:00
471.0,139.77512482829474,35.71108550537292,2012-10-29 20:39:49+00:00,2012-10-31 18:38:22+00:00
471.0,139.66754794120789,35.661875462249405,2012-11-01 18:14:45+00:00,2012-11-01 18:33:52+00:00
471.0,139.70712527632713,35.69060710038126,2012-11-05 21:22:33+00:00,2012-11-05 21:38:00+00:00
471.0,139.77512482829474,35.71108550537292,2012-11-06 02:39:33+00:00,2012-11-06 23:35:41+00:00
471.0,139.77510596371977,35.707641333625524,2012-11-17 19:18:43+00:00,2012-11-17 21:01:27+00:00
471.0,139.7752568325777,35.710650232042966,2012-11-18 21:32:28+00:00,2012-11-21 21:15:48+00:00
471.0,139.58165287971497,35.70522523497969,2012-11-23 14:58:36+00:00,2012-11-23 15:31:44+00:00
471.0,139.70112919807434,35.689504808351856,2012-11-26 18:44:29+00:00,2012-11-26 19:04:13+00:00
471.0,139.73585307598114,35.62770726807566,2012-12-15 15:58:53+00:00,2012-12-15 16:49:06+00:00
471.0,139.77555564386176,35.710849972651964,2012-12-28 19:16:45+00:00,2012-12-30 07:39:22+00:00
471.0,139.77505030248355,35.710978548915755,2012-12-30 20:19:42+00:00,2012-12-30 21:59:57+00:00
471.0,139.7328530838032,35.663422332717175,2013-01-08 19:56:52+00:00,2013-01-08 20:28:17+00:00
471.0,139.77546764100646,35.711140154871934,2013-02-03 03:19:50+00:00,2013-02-04 00:09:24+00:00
471.0,139.66697545484175,35.661127465721066,2013-02-07 16:57:43+00:00,2013-02-07 18:12:17+00:00
471.0,139.6957889199257,35.65831980528986,2013-02-08 15:38:30+00:00,2013-02-08 18:16:55+00:00
471.0,139.77537590285823,35.71106646485366,2013-02-11 05:11:44+00:00,2013-02-12 20:24:44+00:00
471.0,139.73536491394043,35.67253276550082,2013-02-14 17:14:29+00:00,2013-02-14 18:47:09+00:00
