user_id,lon,lat,arrival_time,departure_time
2290.0,139.7338875220354,35.70031283258642,2012-04-04 15:58:07+00:00,2012-04-04 16:23:50+00:00
2290.0,139.56982869197398,35.74901158250266,2012-04-04 21:25:02+00:00,2012-04-05 08:13:14+00:00
2290.0,139.56962968338738,35.74898856505233,2012-04-08 21:24:10+00:00,2012-04-09 08:07:27+00:00
2290.0,139.73333838272424,35.709059636790954,2012-04-10 08:55:38+00:00,2012-04-11 08:15:31+00:00
2290.0,139.73148861438847,35.710490007806,2012-04-12 09:06:26+00:00,2012-04-12 18:53:57+00:00
2290.0,139.73121672,35.71179245,2012-04-13 09:07:41+00:00,2012-04-13 18:50:31+00:00
2290.0,139.72708569396013,35.710295882085106,2012-04-19 06:51:43+00:00,2012-04-19 07:12:42+00:00
2290.0,139.56971923723194,35.748923776714776,2012-04-21 06:41:12+00:00,2012-04-21 18:37:34+00:00
2290.0,139.72765978157696,35.71039744744151,2012-04-24 09:25:44+00:00,2012-04-24 15:48:07+00:00
2290.0,139.6481058411121,35.7060078819371,2012-05-29 19:19:04+00:00,2012-05-29 21:25:16+00:00
2290.0,139.5700277005606,35.749034599952985,2012-05-30 00:37:34+00:00,2012-06-01 23:32:47+00:00
2290.0,139.73035116827924,35.70989258386894,2012-06-07 09:08:28+00:00,2012-06-07 19:00:29+00:00
2290.0,139.5851928103011,35.7498491555976,2012-06-10 12:55:32+00:00,2012-06-10 15:32:50+00:00
2290.0,139.72900990799445,35.71583383604898,2012-06-12 09:13:45+00:00,2012-06-12 21:08:32+00:00
2290.0,139.7315581364882,35.7099329045888,2012-06-14 08:48:38+00:00,2012-06-14 18:39:20+00:00
2290.0,139.71056535409133,35.73051432027081,2012-07-09 19:17:44+00:00,2012-07-09 19:34:11+00:00
2290.0,139.7300441005441,35.70964783999755,2012-07-17 16:03:21+00:00,2012-07-17 23:20:59+00:00
2290.0,139.73062055920397,35.710009253517015,2012-11-07 18:58:26+00:00,2012-11-07 20:53:36+00:00
2290.0,139.7274899482727,35.71897398583766,2012-11-20 08:52:51+00:00,2012-11-20 19:52:58+00:00
2290.0,139.73347127437592,35.709470113886056,2013-01-29 21:07:29+00:00,2013-01-30 21:28:00+00:00
2290.0,139.7266262769699,35.71426574730637,2013-01-31 08:43:05+00:00,2013-02-01 09:13:45+00:00
2290.0,139.72097800280474,35.715983433732596,2013-02-07 08:07:17+00:00,2013-02-07 12:47:49+00:00
