user_id,venue_id,venue_category_id,venue_name,lat,lon,time_zone_offset,utc_time,timestamp
114,4c16fdda96040f477cc473a5,4d954b0ea243a5684a65b473,Convenience Store,35.71454217399564,139.4800649934587,540,Tue Apr 03 19:12:07 +0000 2012,2012-04-04 04:12:07+00:00
114,4b3eae5cf964a520b4a025e3,4bf58dd8d48988d129951735,Train Station,35.70025262768564,139.48025465011597,540,Tue Apr 03 19:35:36 +0000 2012,2012-04-04 04:35:36+00:00
114,4b0587a6f964a5203e9e22e3,4bf58dd8d48988d129951735,Train Station,35.68137872227962,139.76608157157898,540,Tue Apr 03 20:43:04 +0000 2012,2012-04-04 05:43:04+00:00
114,4b3eae5cf964a520b4a025e3,4bf58dd8d48988d129951735,Train Station,35.70025262768564,139.48025465011597,540,Wed Apr 04 12:37:58 +0000 2012,2012-04-04 21:37:58+00:00
114,4b3eae5cf964a520b4a025e3,4bf58dd8d48988d129951735,Train Station,35.70025262768564,139.48025465011597,540,Sun Apr 08 01:41:09 +0000 2012,2012-04-08 10:41:09+00:00
114,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Train Station,35.698596195264464,139.77301824864617,540,Sun Apr 08 02:12:33 +0000 2012,2012-04-08 11:12:33+00:00
114,4c37ce4293db0f47ba8c2092,4bf58dd8d48988d122951735,Electronics Store,35.701115178678904,139.77211117744446,540,Sun Apr 08 02:18:43 +0000 2012,2012-04-08 11:18:43+00:00
114,4b7793faf964a52072a22ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.71537750031744,139.77062657475471,540,Sun Apr 08 03:15:38 +0000 2012,2012-04-08 12:15:38+00:00
114,4de0a5c11f6ece64738035c5,4bf58dd8d48988d122951735,Electronics Store,35.70358093731812,139.77292315984727,540,Sun Apr 08 05:27:14 +0000 2012,2012-04-08 14:27:14+00:00
114,4b5db5f5f964a520fa6729e3,4bf58dd8d48988d129951735,Train Station,35.72205552208182,139.48005009067978,540,Tue Apr 10 01:00:41 +0000 2012,2012-04-10 10:00:41+00:00
114,4b17b2e4f964a52040c723e3,4bf58dd8d48988d129951735,Train Station,35.70582855009322,139.66579914093018,540,Tue Apr 10 01:29:07 +0000 2012,2012-04-10 10:29:07+00:00
114,4b38b418f964a520914f25e3,4bf58dd8d48988d129951735,Train Station,35.699583,139.765222,540,Tue Apr 10 01:45:43 +0000 2012,2012-04-10 10:45:43+00:00
114,4cfb3740c51fa1cdc6c3e52b,4bf58dd8d48988d129951735,Train Station,35.69839680452033,139.77264761924744,540,Tue Apr 10 01:50:08 +0000 2012,2012-04-10 10:50:08+00:00
114,4b38b418f964a520914f25e3,4bf58dd8d48988d129951735,Train Station,35.699583,139.765222,540,Wed Apr 11 05:53:18 +0000 2012,2012-04-11 14:53:18+00:00
114,4b3eae5cf964a520b4a025e3,4bf58dd8d48988d129951735,Train Station,35.70025262768564,139.48025465011597,540,Wed Apr 11 06:46:33 +0000 2012,2012-04-11 15:46:33+00:00
114,4b5db5f5f964a520fa6729e3,4bf58dd8d48988d129951735,Train Station,35.72224844258691,139.48004512308762,540,Thu Apr 12 01:30:40 +0000 2012,2012-04-12 10:30:40+00:00
114,4b3eae5cf964a520b4a025e3,4bf58dd8d48988d129951735,Train Station,35.70025262768564,139.48025465011597,540,Thu Apr 12 01:40:03 +0000 2012,2012-04-12 10:40:03+00:00
114,4b4ef864f964a520d5f726e3,4bf58dd8d48988d129951735,Train Station,35.68600611785052,139.73066568374634,540,Thu Apr 12 04:57:44 +0000 2012,2012-04-12 13:57:44+00:00
114,4b3eae5cf964a520b4a025e3,4bf58dd8d48988d129951735,Train Station,35.70025262768564,139.48025465011597,540,Fri Apr 13 00:35:21 +0000 2012,2012-04-13 09:35:21+00:00
114,4b17b2e4f964a52040c723e3,4bf58dd8d48988d129951735,Train Station,35.70582855009322,139.66579914093018,540,Fri Apr 13 01:06:32 +0000 2012,2012-04-13 10:06:32+00:00
114,4b6a9596f964a52050d92be3,4eb1bdf03b7b55596b4a7491,Camera Store,35.70686128402404,139.66652186206534,540,Fri Apr 13 01:13:26 +0000 2012,2012-04-13 10:13:26+00:00
114,4c4ff495f080a5938443b0e1,4bf58dd8d48988d129951735,Train Station,35.705693769737614,139.66569956390094,540,Fri Apr 13 01:26:34 +0000 2012,2012-04-13 10:26:34+00:00
114,4b563f2ef964a520460728e3,4bf58dd8d48988d129951735,Train Station,35.70138377777182,139.7448478125161,540,Fri Apr 13 01:41:22 +0000 2012,2012-04-13 10:41:22+00:00
114,4b7d74b8f964a52085bf2fe3,4deefb944765f83613cdba6e,Historic Site,35.69996946497162,139.7438058257103,540,Fri Apr 13 02:00:48 +0000 2012,2012-04-13 11:00:48+00:00
