user_id,venue_id,venue_category_id,venue_name,lat,lon,time_zone_offset,utc_time,timestamp
1541,4f0fd5a8e4b03856eeb6c8cb,4bf58dd8d48988d10c951735,Cosmetics Shop,35.705101088587135,139.6195900440216,540,Tue Apr 03 18:17:18 +0000 2012,2012-04-04 03:17:18+00:00
1541,4b83b207f964a5202c0d31e3,4bf58dd8d48988d1f8941735,Furniture / Home Store,35.70507418198042,139.61950232213246,540,Tue Apr 03 19:20:09 +0000 2012,2012-04-04 04:20:09+00:00
1541,4ea281c302d529c116a57755,4d954b0ea243a5684a65b473,Convenience Store,35.706277220646506,139.61778223514557,540,Tue Apr 03 19:21:00 +0000 2012,2012-04-04 04:21:00+00:00
1541,4f50329ee4b07af68d5145d4,4bf58dd8d48988d121941735,Bar,35.708361955928645,139.6140998994731,540,Tue Apr 03 23:49:23 +0000 2012,2012-04-04 08:49:23+00:00
1541,4d9bdba7cbc96ea83b5cf525,4d954b0ea243a5684a65b473,Convenience Store,35.70880685961544,139.6138459729118,540,Tue Apr 03 23:50:11 +0000 2012,2012-04-04 08:50:11+00:00
1541,4f6530a0e4b04d4b1657f0da,4bf58dd8d48988d124941735,Office,35.7097118351891,139.61245188581762,540,Wed Apr 04 00:02:58 +0000 2012,2012-04-04 09:02:58+00:00
1541,4cb95cb7d78f468851eeb573,4bf58dd8d48988d1e7941735,Playground,35.70521911988298,139.61976125253403,540,Wed Apr 04 01:46:18 +0000 2012,2012-04-04 10:46:18+00:00
1541,4f0fd5a8e4b03856eeb6c8cb,4bf58dd8d48988d10c951735,Cosmetics Shop,35.705101088587135,139.6195900440216,540,Wed Apr 04 01:46:43 +0000 2012,2012-04-04 10:46:43+00:00
1541,4ea281c302d529c116a57755,4d954b0ea243a5684a65b473,Convenience Store,35.706277220646506,139.61778223514557,540,Wed Apr 04 02:10:13 +0000 2012,2012-04-04 11:10:13+00:00
1541,4da5175043a1de92fac34770,4bf58dd8d48988d172941735,Post Office,35.70490942097762,139.61958467960358,540,Wed Apr 04 03:11:41 +0000 2012,2012-04-04 12:11:41+00:00
1541,4caae6a814c33704a3c1e53b,4bf58dd8d48988d126951735,Video Store,35.705155539528526,139.61874783039093,540,Wed Apr 04 03:26:03 +0000 2012,2012-04-04 12:26:03+00:00
