user_id,lon,lat,arrival_time,departure_time
114.0,139.48025465011597,35.70025262768564,2012-04-04 21:37:58+00:00,2012-04-08 10:41:09+00:00
114.0,139.66611071298314,35.706277526880825,2012-04-13 10:13:26+00:00,2012-04-13 10:26:34+00:00
114.0,139.7443268191132,35.70067662137172,2012-04-13 10:41:22+00:00,2012-04-13 11:00:48+00:00
114.0,139.48019832372665,35.700283122065954,2012-04-15 10:39:30+00:00,2012-04-17 06:49:43+00:00
114.0,139.765222,35.699583,2012-04-23 09:08:42+00:00,2012-04-23 15:57:05+00:00
114.0,139.47996067408582,35.721999262702795,2012-04-24 06:39:04+00:00,2012-04-26 08:02:52+00:00
114.0,139.765222,35.699583,2012-04-26 08:58:01+00:00,2012-04-26 17:23:26+00:00
114.0,139.77086260914803,35.70064905379344,2012-05-09 12:24:22+00:00,2012-05-09 12:41:39+00:00
114.0,139.47992341722397,35.72137089381171,2012-05-12 09:59:30+00:00,2012-05-12 10:32:50+00:00
114.0,139.79927870985412,35.681895592094705,2012-05-13 12:46:12+00:00,2012-05-13 12:59:10+00:00
114.0,139.47982549667358,35.700652320034024,2012-05-14 17:40:44+00:00,2012-05-15 06:48:38+00:00
114.0,139.47982549667358,35.700652320034024,2012-06-03 17:32:06+00:00,2012-06-04 08:27:17+00:00
114.0,139.78658936926934,35.69809127647217,2012-06-21 15:20:30+00:00,2012-06-21 16:00:10+00:00
114.0,139.47994733704292,35.7215366313514,2012-07-07 11:52:30+00:00,2012-07-08 10:26:06+00:00
114.0,139.47982549667358,35.700652320034024,2012-07-08 19:06:20+00:00,2012-07-09 08:30:19+00:00
114.0,139.47982549667358,35.700652320034024,2012-07-13 18:37:34+00:00,2012-07-15 17:27:24+00:00
114.0,139.76762502643635,35.70166284566299,2012-08-10 13:49:53+00:00,2012-11-26 15:49:36+00:00
