uid,vid,vcid,vname,lat,lon,offset,utctime
1458,4f568309e4b071452e447afe,4f2a210c4b9023bd5841ed28,Housing Development,35.656083091901124,139.734045462721,540,Tue Apr 03 19:18:23 +0000 2012
1458,4bd542cc7b1876b050888a86,4bf58dd8d48988d129951735,Train Station,35.7070395191946,139.78216409683228,540,Wed Apr 04 05:23:22 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Sun Apr 15 14:05:56 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Mon Apr 16 18:28:49 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Tue Apr 17 19:14:58 +0000 2012
1458,4f900cffe4b0051a3c707c9f,4bf58dd8d48988d1e1931735,Arcade,35.70830023339063,139.77150534852342,540,Fri Apr 20 11:33:47 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Fri Apr 20 18:37:23 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Sat Apr 21 18:40:39 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Sun Apr 22 17:09:10 +0000 2012
1458,4f900cffe4b0051a3c707c9f,4bf58dd8d48988d1e1931735,Arcade,35.70830023339063,139.77150534852342,540,Tue Apr 24 16:16:00 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Tue Apr 24 18:53:09 +0000 2012
1458,4f900cffe4b0051a3c707c9f,4bf58dd8d48988d1e1931735,Arcade,35.70830023339063,139.77150534852342,540,Wed Apr 25 10:44:07 +0000 2012
1458,4f900cffe4b0051a3c707c9f,4bf58dd8d48988d1e1931735,Arcade,35.70830023339063,139.77150534852342,540,Thu Apr 26 14:53:08 +0000 2012
1458,4f900cffe4b0051a3c707c9f,4bf58dd8d48988d1e1931735,Arcade,35.70830023339063,139.77150534852342,540,Fri Apr 27 11:35:51 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Fri Apr 27 19:28:38 +0000 2012
1458,4f900cffe4b0051a3c707c9f,4bf58dd8d48988d1e1931735,Arcade,35.70830023339063,139.77150534852342,540,Sat Apr 28 11:33:39 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Sat Apr 28 23:41:37 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Tue May 08 19:18:51 +0000 2012
1458,4e783c57aeb726a0e643a454,4bf58dd8d48988d1ff941735,Miscellaneous Shop,35.70931891060632,139.7735771616848,540,Wed May 09 09:14:22 +0000 2012
1458,4f900cffe4b0051a3c707c9f,4bf58dd8d48988d1e1931735,Arcade,35.70830023339063,139.77150534852342,540,Wed May 09 12:10:32 +0000 2012
1458,4f900cffe4b0051a3c707c9f,4bf58dd8d48988d1e1931735,Arcade,35.70830023339063,139.77150534852342,540,Fri May 11 11:15:17 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Fri May 11 21:55:34 +0000 2012
1458,4f900cffe4b0051a3c707c9f,4bf58dd8d48988d1e1931735,Arcade,35.70830023339063,139.77150534852342,540,Sat May 12 13:27:33 +0000 2012
1458,4f8a7853e4b01f95a3debc01,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),35.707134528552686,139.7854053530318,540,Sat May 12 18:00:14 +0000 2012
