uid,vid,vcid,vname,lat,lon,offset,utctime
1635,4cca7bd67965b60c80f0858a,4bf58dd8d48988d162941735,Other Great Outdoors,35.755759221282624,139.73357319831848,540,Tue Apr 03 19:51:50 +0000 2012
1635,4b79883bf964a5205bff2ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.756094425218826,139.7333264350891,540,Wed Apr 04 08:13:50 +0000 2012
1635,4ddf5ed9c65bb5e319d014a3,4bf58dd8d48988d103941735,Home (private),35.76153638146606,139.73710135513124,540,Wed Apr 04 08:14:19 +0000 2012
1635,4b598750f964a520448b28e3,4bf58dd8d48988d1fd931735,Subway,35.724399,139.753634,540,Wed Apr 04 09:18:22 +0000 2012
1635,4b7b933ef964a520b5672fe3,4bf58dd8d48988d15c941735,Cemetery,35.73858792608684,139.73699569702148,540,Wed Apr 04 09:22:18 +0000 2012
1635,4b6019f4f964a520e0d529e3,4bf58dd8d48988d1fd931735,Subway,35.754418391417154,139.73732560873032,540,Wed Apr 04 09:57:21 +0000 2012
1635,4cca7bd67965b60c80f0858a,4bf58dd8d48988d162941735,Other Great Outdoors,35.755759221282624,139.73357319831848,540,Wed Apr 04 19:03:54 +0000 2012
1635,4b79883bf964a5205bff2ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.756094425218826,139.7333264350891,540,Wed Apr 04 19:04:02 +0000 2012
1635,4cca7bd67965b60c80f0858a,4bf58dd8d48988d162941735,Other Great Outdoors,35.755759221282624,139.73357319831848,540,Sat Apr 07 19:30:27 +0000 2012
1635,4b79883bf964a5205bff2ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.756094425218826,139.7333264350891,540,Sat Apr 07 19:31:01 +0000 2012
1635,4b55762ff964a520ede427e3,4d954b0ea243a5684a65b473,Convenience Store,35.75447005439652,139.73456931880384,540,Sun Apr 08 07:06:44 +0000 2012
1635,4bde3602ffdec928d02ae8a1,4bf58dd8d48988d111941735,Japanese Restaurant,35.7544026025691,139.73709886046095,540,Sun Apr 08 10:05:11 +0000 2012
1635,4b79883bf964a5205bff2ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.756094425218826,139.7333264350891,540,Sun Apr 08 18:44:22 +0000 2012
1635,4b598750f964a520448b28e3,4bf58dd8d48988d1fd931735,Subway,35.724399,139.753634,540,Mon Apr 09 11:26:42 +0000 2012
1635,4b6019f4f964a520e0d529e3,4bf58dd8d48988d1fd931735,Subway,35.754418391417154,139.73732560873032,540,Mon Apr 09 11:57:59 +0000 2012
1635,4cca7bd67965b60c80f0858a,4bf58dd8d48988d162941735,Other Great Outdoors,35.755759221282624,139.73357319831848,540,Mon Apr 09 19:41:45 +0000 2012
1635,4b79883bf964a5205bff2ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.756094425218826,139.7333264350891,540,Mon Apr 09 19:42:02 +0000 2012
1635,4b79883bf964a5205bff2ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.756094425218826,139.7333264350891,540,Tue Apr 10 08:13:17 +0000 2012
1635,4cca7bd67965b60c80f0858a,4bf58dd8d48988d162941735,Other Great Outdoors,35.755759221282624,139.73357319831848,540,Tue Apr 10 08:13:42 +0000 2012
1635,4b6019f4f964a520e0d529e3,4bf58dd8d48988d1fd931735,Subway,35.754418391417154,139.73732560873032,540,Tue Apr 10 08:42:29 +0000 2012
1635,4b598750f964a520448b28e3,4bf58dd8d48988d1fd931735,Subway,35.724399,139.753634,540,Tue Apr 10 09:07:24 +0000 2012
1635,4b5e3330f964a520508329e3,4bf58dd8d48988d1ae941735,University,35.723449486957186,139.75055088699594,540,Tue Apr 10 09:07:46 +0000 2012
1635,4dd7944cb0fb8af380892545,4bf58dd8d48988d1a0941735,College Academic Building,35.72401380183757,139.7504368673698,540,Tue Apr 10 09:08:00 +0000 2012
1635,4b79883bf964a5205bff2ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.756094425218826,139.7333264350891,540,Wed Apr 11 07:40:59 +0000 2012
1635,4cca7bd67965b60c80f0858a,4bf58dd8d48988d162941735,Other Great Outdoors,35.755759221282624,139.73357319831848,540,Wed Apr 11 07:41:08 +0000 2012
1635,4b6019f4f964a520e0d529e3,4bf58dd8d48988d1fd931735,Subway,35.754418391417154,139.73732560873032,540,Wed Apr 11 08:48:54 +0000 2012
1635,4b598750f964a520448b28e3,4bf58dd8d48988d1fd931735,Subway,35.724399,139.753634,540,Wed Apr 11 09:01:45 +0000 2012
1635,4b5e3330f964a520508329e3,4bf58dd8d48988d1ae941735,University,35.723449486957186,139.75055088699594,540,Wed Apr 11 09:12:07 +0000 2012
1635,4dd7944cb0fb8af380892545,4bf58dd8d48988d1a0941735,College Academic Building,35.72401380183757,139.7504368673698,540,Wed Apr 11 09:12:33 +0000 2012
1635,4cca7bd67965b60c80f0858a,4bf58dd8d48988d162941735,Other Great Outdoors,35.755759221282624,139.73357319831848,540,Wed Apr 11 18:54:56 +0000 2012
1635,4b79883bf964a5205bff2ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.756094425218826,139.7333264350891,540,Wed Apr 11 18:55:05 +0000 2012
1635,4b79883bf964a5205bff2ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.756094425218826,139.7333264350891,540,Thu Apr 12 08:31:29 +0000 2012
1635,4cca7bd67965b60c80f0858a,4bf58dd8d48988d162941735,Other Great Outdoors,35.755759221282624,139.73357319831848,540,Thu Apr 12 08:31:39 +0000 2012
1635,4ddf5ed9c65bb5e319d014a3,4bf58dd8d48988d103941735,Home (private),35.76153638146606,139.73710135513124,540,Thu Apr 12 08:31:54 +0000 2012
1635,4bdfdd0d0ee3a593a68b35b0,4d954b0ea243a5684a65b473,Convenience Store,35.75323453574751,139.73165075101224,540,Thu Apr 12 09:14:40 +0000 2012
1635,4b6019f4f964a520e0d529e3,4bf58dd8d48988d1fd931735,Subway,35.754418391417154,139.73732560873032,540,Thu Apr 12 09:14:55 +0000 2012
1635,4b598750f964a520448b28e3,4bf58dd8d48988d1fd931735,Subway,35.724399,139.753634,540,Thu Apr 12 09:37:08 +0000 2012
1635,4b5e3330f964a520508329e3,4bf58dd8d48988d1ae941735,University,35.723449486957186,139.75055088699594,540,Thu Apr 12 09:37:25 +0000 2012
1635,4b598750f964a520448b28e3,4bf58dd8d48988d1fd931735,Subway,35.724399,139.753634,540,Thu Apr 12 12:15:28 +0000 2012
1635,4cf5a47f2f0159419bd658a2,4d954b0ea243a5684a65b473,Convenience Store,35.72433474491034,139.75031709638807,540,Thu Apr 12 12:20:11 +0000 2012
1635,4cf5a47f2f0159419bd658a2,4d954b0ea243a5684a65b473,Convenience Store,35.72433474491034,139.75031709638807,540,Thu Apr 12 12:20:27 +0000 2012
1635,4b6019f4f964a520e0d529e3,4bf58dd8d48988d1fd931735,Subway,35.754418391417154,139.73732560873032,540,Thu Apr 12 12:50:10 +0000 2012
1635,4cca7bd67965b60c80f0858a,4bf58dd8d48988d162941735,Other Great Outdoors,35.755759221282624,139.73357319831848,540,Thu Apr 12 19:36:59 +0000 2012
1635,4b79883bf964a5205bff2ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.756094425218826,139.7333264350891,540,Thu Apr 12 19:37:07 +0000 2012
1635,4b79883bf964a5205bff2ee3,4eb1d80a4b900d56c88a45ff,Shrine,35.756094425218826,139.7333264350891,540,Fri Apr 13 08:19:09 +0000 2012
1635,4ddf5ed9c65bb5e319d014a3,4bf58dd8d48988d103941735,Home (private),35.76153638146606,139.73710135513124,540,Fri Apr 13 08:19:20 +0000 2012
1635,4b6019f4f964a520e0d529e3,4bf58dd8d48988d1fd931735,Subway,35.754418391417154,139.73732560873032,540,Fri Apr 13 09:01:47 +0000 2012
1635,4b598750f964a520448b28e3,4bf58dd8d48988d1fd931735,Subway,35.724399,139.753634,540,Fri Apr 13 09:12:03 +0000 2012
1635,4b5e3330f964a520508329e3,4bf58dd8d48988d1ae941735,University,35.723449486957186,139.75055088699594,540,Fri Apr 13 09:13:11 +0000 2012
1635,4b598750f964a520448b28e3,4bf58dd8d48988d1fd931735,Subway,35.724399,139.753634,540,Fri Apr 13 12:15:11 +0000 2012
