user_id,lon,lat,arrival_time,departure_time,venue_name
1635.0,139.7334498167038,35.755926823250725,2012-04-04 04:51:50+00:00,2012-04-04 17:13:50+00:00,Other Great Outdoors
1635.0,139.7334086894989,35.755982690573425,2012-04-05 04:04:02+00:00,2012-04-08 04:31:01+00:00,Shrine
1635.0,139.7334086894989,35.755982690573425,2012-04-10 04:42:02+00:00,2012-04-10 17:13:42+00:00,Shrine
1635.0,139.7334086894989,35.755982690573425,2012-04-12 03:55:05+00:00,2012-04-12 17:31:39+00:00,Shrine
1635.0,139.7333264350891,35.756094425218826,2012-04-13 04:37:07+00:00,2012-04-13 17:19:09+00:00,Shrine
1635.0,139.7334909439087,35.755870955928025,2012-04-15 05:13:40+00:00,2012-04-15 17:52:36+00:00,Other Great Outdoors
1635.0,139.71012719091723,35.72965854548392,2012-04-16 17:10:11+00:00,2012-04-16 17:48:54+00:00,Bookstore
1635.0,139.74936035296426,35.72336023471509,2012-04-17 18:04:49+00:00,2012-04-17 21:17:30+00:00,University
1635.0,139.75001230144983,35.723358676293756,2012-04-19 18:13:25+00:00,2012-04-19 19:41:22+00:00,University
1635.0,139.7333264350891,35.756094425218826,2012-04-20 04:51:42+00:00,2012-04-20 17:24:28+00:00,Shrine
1635.0,139.7333264350891,35.756094425218826,2012-04-21 04:48:43+00:00,2012-04-21 17:33:42+00:00,Shrine
1635.0,139.7333264350891,35.756094425218826,2012-04-22 04:40:14+00:00,2012-04-22 17:26:58+00:00,Shrine
1635.0,139.7333264350891,35.756094425218826,2012-04-23 04:38:53+00:00,2012-04-23 17:31:08+00:00,Shrine
1635.0,139.7333264350891,35.756094425218826,2012-04-24 05:16:01+00:00,2012-04-24 17:47:40+00:00,Shrine
1635.0,139.7333264350891,35.756094425218826,2012-04-26 04:43:13+00:00,2012-04-26 17:26:03+00:00,Shrine
1635.0,139.74980769650983,35.723180287090834,2012-04-26 18:31:48+00:00,2012-04-26 19:44:31+00:00,University
1635.0,139.7333264350891,35.756094425218826,2012-04-28 04:57:05+00:00,2012-04-28 17:28:03+00:00,Shrine
1635.0,139.74980769650983,35.723180287090834,2012-04-28 18:16:44+00:00,2012-04-28 19:49:28+00:00,University
1635.0,139.7334498167038,35.755926823250725,2012-04-30 06:03:19+00:00,2012-05-02 17:55:57+00:00,Other Great Outdoors
1635.0,139.73731950561,35.75484488497007,2012-05-02 20:02:48+00:00,2012-05-03 19:11:40+00:00,Subway
1635.0,139.7334498167038,35.755926823250725,2012-05-04 01:22:06+00:00,2012-05-05 15:37:43+00:00,Shrine
1635.0,139.77355794369137,35.69864914219976,2012-05-05 16:17:25+00:00,2012-05-05 17:41:26+00:00,Electronics Store
1635.0,139.7737616300583,35.70736621633773,2012-05-05 17:45:48+00:00,2012-05-05 18:55:55+00:00,Department Store
1635.0,139.7333264350891,35.756094425218826,2012-05-06 04:44:20+00:00,2012-05-07 18:16:16+00:00,Shrine
1635.0,139.7333264350891,35.756094425218826,2012-05-09 05:56:42+00:00,2012-05-09 17:41:16+00:00,Shrine
1635.0,139.75043162325957,35.72417692557531,2012-05-09 18:19:03+00:00,2012-05-09 21:22:00+00:00,University
1635.0,139.7333264350891,35.756094425218826,2012-05-12 05:58:43+00:00,2012-05-12 17:37:45+00:00,Shrine
1635.0,139.74964800582987,35.72344031333179,2012-05-12 18:09:08+00:00,2012-05-12 21:20:45+00:00,University
