user_id,lon,lat,arrival_time,departure_time,venue_name
886.0,139.72855277359486,35.619699172885795,2012-04-04 18:25:57+00:00,2012-04-05 09:12:49+00:00,Train Station
886.0,139.72855277359486,35.619699172885795,2012-04-05 19:05:09+00:00,2012-04-08 10:36:06+00:00,Train Station
886.0,139.72868844866753,35.619905216982424,2012-04-08 18:16:04+00:00,2012-04-10 09:12:15+00:00,Train Station
886.0,139.72785506397486,35.61997771408571,2012-04-10 20:28:02+00:00,2012-04-11 09:12:38+00:00,Food & Drink Shop
886.0,139.75588340557223,35.64048654036485,2012-04-11 12:10:08+00:00,2012-04-11 12:21:36+00:00,Japanese Restaurant
886.0,139.72855277359486,35.619699172885795,2012-04-11 20:22:22+00:00,2012-04-12 09:13:48+00:00,Train Station
886.0,139.75588340557223,35.64048654036485,2012-04-12 12:15:30+00:00,2012-04-12 12:26:04+00:00,Japanese Restaurant
886.0,139.7475689649582,35.645731813210055,2012-04-13 09:24:10+00:00,2012-04-13 18:20:51+00:00,Train Station
886.0,139.77411316095746,35.69871085845261,2012-04-16 18:51:17+00:00,2012-04-16 20:09:00+00:00,Electronics Store
886.0,139.72943387925625,35.619794381315764,2012-04-16 20:36:48+00:00,2012-04-16 20:54:27+00:00,Train Station
886.0,139.72855277359486,35.619699172885795,2012-04-17 18:30:51+00:00,2012-04-18 09:13:34+00:00,Train Station
886.0,139.72871471196413,35.619464237410284,2012-04-19 19:02:40+00:00,2012-04-20 09:13:43+00:00,Clothing Store
886.0,139.7288368867974,35.6201915864429,2012-04-21 18:40:00+00:00,2012-04-21 19:17:57+00:00,Train Station
886.0,139.7711017727852,35.70017348280903,2012-04-23 20:04:22+00:00,2012-04-23 20:32:00+00:00,Recycling Facility
886.0,139.72855277359486,35.619699172885795,2012-04-23 21:23:16+00:00,2012-04-24 09:13:15+00:00,Train Station
886.0,139.72855277359486,35.619699172885795,2012-04-24 19:40:17+00:00,2012-04-26 09:14:05+00:00,Train Station
886.0,139.7475689649582,35.645731813210055,2012-04-28 09:24:42+00:00,2012-04-28 18:27:56+00:00,Train Station
886.0,139.77268175541317,35.699228543121556,2012-04-28 18:40:45+00:00,2012-04-28 21:28:54+00:00,Train Station
886.0,139.7784351486791,35.69060142419154,2012-05-02 13:31:16+00:00,2012-05-02 14:34:42+00:00,Train Station
886.0,139.7707164287567,35.69862551664522,2012-05-02 17:13:17+00:00,2012-05-02 17:58:13+00:00,Internet Cafe
886.0,139.82582681521606,35.698043245535665,2012-05-04 19:46:11+00:00,2012-05-05 11:10:12+00:00,Train Station
886.0,139.77140575647354,35.69970590166698,2012-05-05 16:02:42+00:00,2012-05-05 17:04:14+00:00,Bookstore
886.0,139.72891185432673,35.62000823903074,2012-05-05 21:10:24+00:00,2012-05-07 09:08:25+00:00,Food & Drink Shop
886.0,139.7720390000784,35.69879055871738,2012-05-08 20:54:56+00:00,2012-05-08 21:47:43+00:00,Bookstore
886.0,139.72855277359486,35.619699172885795,2012-05-08 22:10:19+00:00,2012-05-09 09:16:22+00:00,Train Station
886.0,139.7475689649582,35.645731813210055,2012-05-09 09:24:08+00:00,2012-05-09 18:18:52+00:00,Train Station
886.0,139.7475689649582,35.645731813210055,2012-05-12 09:23:06+00:00,2012-05-12 19:22:54+00:00,Train Station
886.0,139.7720390000784,35.69879055871738,2012-05-13 20:11:52+00:00,2012-05-13 20:55:07+00:00,Bookstore
886.0,139.72855277359486,35.619699172885795,2012-05-13 21:19:26+00:00,2012-05-14 09:07:02+00:00,Train Station
886.0,139.7288340702653,35.62000823903074,2012-05-14 18:24:09+00:00,2012-05-15 09:11:02+00:00,Train Station
886.0,139.7475689649582,35.645731813210055,2012-05-19 09:17:28+00:00,2012-05-19 18:17:17+00:00,Train Station
886.0,139.77349275736447,35.69935035359718,2012-05-19 18:28:48+00:00,2012-05-19 18:56:12+00:00,Train Station
886.0,139.74570078203442,35.64658110012484,2012-05-22 19:00:09+00:00,2012-05-22 19:32:57+00:00,Fast Food Restaurant
886.0,139.7289278358221,35.62011126107905,2012-05-22 20:01:54+00:00,2012-05-22 20:19:58+00:00,Train Station
886.0,139.72855277359486,35.619699172885795,2012-05-25 18:27:56+00:00,2012-05-26 09:10:29+00:00,Train Station
886.0,139.72855277359486,35.619699172885795,2012-05-26 18:24:49+00:00,2012-05-27 12:19:32+00:00,Train Station
886.0,139.72891185432673,35.62000823903074,2012-05-27 16:31:43+00:00,2012-05-27 16:46:05+00:00,Train Station
886.0,139.74793642759323,35.64539178491954,2012-05-28 20:16:18+00:00,2012-05-28 20:30:18+00:00,Ramen /  Noodle House
886.0,139.7288618375993,35.61993638938688,2012-05-28 20:42:04+00:00,2012-05-29 09:10:36+00:00,Train Station
886.0,139.74920511245728,35.64338319541477,2012-05-29 20:11:43+00:00,2012-05-29 20:57:28+00:00,Internet Cafe
886.0,139.72891185432673,35.62000823903074,2012-06-01 18:29:58+00:00,2012-06-01 18:54:27+00:00,Train Station
886.0,139.72463679808786,35.613842880745885,2012-06-03 15:07:34+00:00,2012-06-04 18:09:16+00:00,Convenience Store
886.0,139.74917092764716,35.64330201639535,2012-06-05 09:10:08+00:00,2012-06-05 18:18:51+00:00,Convenience Store
886.0,139.72891185432673,35.62000823903074,2012-06-05 19:08:11+00:00,2012-06-05 19:31:31+00:00,Train Station
886.0,139.72855277359486,35.619699172885795,2012-06-06 18:29:26+00:00,2012-06-07 09:07:37+00:00,Train Station
886.0,139.77481068033217,35.707006252217155,2012-06-09 18:38:44+00:00,2012-06-09 18:57:58+00:00,Train Station
886.0,139.77349275736447,35.69935035359718,2012-06-09 21:57:13+00:00,2012-06-09 23:26:46+00:00,Bar
886.0,139.71627269854736,35.61534797001558,2012-06-10 22:09:55+00:00,2012-06-10 22:29:30+00:00,Japanese Restaurant
886.0,139.72891185432673,35.62000823903074,2012-06-11 18:25:02+00:00,2012-06-11 18:36:13+00:00,Train Station
886.0,139.72891185432673,35.62000823903074,2012-06-12 18:28:45+00:00,2012-06-13 09:08:47+00:00,Food & Drink Shop
886.0,139.72855277359486,35.619699172885795,2012-06-13 18:27:42+00:00,2012-06-14 09:08:58+00:00,Train Station
886.0,139.71908189356327,35.61496599628377,2012-06-17 21:25:29+00:00,2012-06-17 21:58:28+00:00,Food & Drink Shop
886.0,139.7205355685076,35.61458023716703,2012-06-18 19:58:29+00:00,2012-06-18 20:11:00+00:00,Food & Drink Shop
886.0,139.72855277359486,35.619699172885795,2012-06-19 18:28:52+00:00,2012-06-21 09:11:05+00:00,Train Station
886.0,139.7475689649582,35.645731813210055,2012-06-21 09:22:08+00:00,2012-06-21 18:18:14+00:00,Train Station
886.0,139.71774213016033,35.615177504217286,2012-06-25 18:32:10+00:00,2012-06-25 18:47:18+00:00,Food & Drink Shop
886.0,139.7475689649582,35.645731813210055,2012-06-27 09:19:19+00:00,2012-06-27 18:20:10+00:00,Train Station
886.0,139.72911536693573,35.620317305175675,2012-06-27 18:29:39+00:00,2012-06-27 18:41:49+00:00,Miscellaneous Shop
886.0,139.72855277359486,35.619699172885795,2012-07-02 18:24:39+00:00,2012-07-03 09:09:12+00:00,Train Station
886.0,139.7284852154553,35.62014750963069,2012-07-03 18:31:43+00:00,2012-07-04 09:19:25+00:00,Food & Drink Shop
886.0,139.7475689649582,35.645731813210055,2012-07-04 09:25:47+00:00,2012-07-04 18:20:25+00:00,Train Station
886.0,139.72855277359486,35.619699172885795,2012-07-04 18:27:00+00:00,2012-07-05 09:17:05+00:00,Train Station
886.0,139.72891185432673,35.62000823903074,2012-07-05 19:08:15+00:00,2012-07-06 09:09:37+00:00,Food & Drink Shop
886.0,139.72855277359486,35.619699172885795,2012-07-06 18:30:25+00:00,2012-07-07 09:16:52+00:00,Train Station
886.0,139.7539153258142,35.64060595804922,2012-07-07 09:35:14+00:00,2012-07-07 15:39:12+00:00,Convenience Store
886.0,139.72855277359486,35.619699172885795,2012-07-07 15:45:12+00:00,2012-07-07 17:58:44+00:00,Train Station
886.0,139.77511052369545,35.70808461581909,2012-07-07 18:19:25+00:00,2012-07-07 18:50:43+00:00,Train Station
886.0,139.7738065758192,35.698937587316564,2012-07-07 22:03:48+00:00,2012-07-07 22:38:46+00:00,Coffee Shop
886.0,139.7175227433653,35.61501975255547,2012-07-08 13:44:09+00:00,2012-07-08 13:58:43+00:00,Donut Shop
886.0,139.7475689649582,35.645731813210055,2012-07-09 09:24:30+00:00,2012-07-09 18:16:01+00:00,Train Station
886.0,139.72855277359486,35.619699172885795,2012-07-09 18:27:01+00:00,2012-07-11 09:13:09+00:00,Train Station
886.0,139.7739633639079,35.69937674459069,2012-07-15 18:03:54+00:00,2012-07-15 20:48:00+00:00,Train Station
886.0,139.77044329478645,35.700268335604,2012-07-16 15:07:14+00:00,2012-07-16 16:51:36+00:00,Indian Restaurant
886.0,139.72855277359486,35.619699172885795,2012-07-16 17:41:59+00:00,2012-07-17 09:06:04+00:00,Train Station
886.0,139.7475689649582,35.645731813210055,2012-07-21 09:26:54+00:00,2012-07-24 18:17:28+00:00,Train Station
886.0,139.72855277359486,35.619699172885795,2012-07-24 18:25:27+00:00,2012-07-28 09:17:06+00:00,Train Station
886.0,139.72855277359486,35.619699172885795,2012-07-28 18:28:19+00:00,2012-07-28 19:50:25+00:00,Train Station
